filename,label
rolled-in_scale_rolled-in_scale_173.jpg,rolled-in_scale
crazing_crazing_65.jpg,crazing
crazing_crazing_142.jpg,crazing
rolled-in_scale_rolled-in_scale_30.jpg,rolled-in_scale
rolled-in_scale_rolled-in_scale_8.jpg,rolled-in_scale
pitted_surface_pitted_surface_75.jpg,pitted_surface
inclusion_inclusion_152.jpg,inclusion
scratches_scratches_125.jpg,scratches
patches_patches_143.jpg,patches
pitted_surface_pitted_surface_118.jpg,pitted_surface
pitted_surface_pitted_surface_166.jpg,pitted_surface
crazing_crazing_93.jpg,crazing
patches_patches_155.jpg,patches
scratches_scratches_162.jpg,scratches
crazing_crazing_7.jpg,crazing
patches_patches_179.jpg,patches
crazing_crazing_72.jpg,crazing
inclusion_inclusion_119.jpg,inclusion
inclusion_inclusion_232.jpg,inclusion
pitted_surface_pitted_surface_26.jpg,pitted_surface
crazing_crazing_143.jpg,crazing
inclusion_inclusion_49.jpg,inclusion
scratches_scratches_87.jpg,scratches
rolled-in_scale_rolled-in_scale_70.jpg,rolled-in_scale
pitted_surface_pitted_surface_60.jpg,pitted_surface
inclusion_inclusion_187.jpg,inclusion
rolled-in_scale_rolled-in_scale_185.jpg,rolled-in_scale
crazing_crazing_206.jpg,crazing
scratches_scratches_5.jpg,scratches
rolled-in_scale_rolled-in_scale_193.jpg,rolled-in_scale
inclusion_inclusion_204.jpg,inclusion
inclusion_inclusion_105.jpg,inclusion
rolled-in_scale_rolled-in_scale_172.jpg,rolled-in_scale
crazing_crazing_115.jpg,crazing
patches_patches_103.jpg,patches
crazing_crazing_144.jpg,crazing
pitted_surface_pitted_surface_176.jpg,pitted_surface
scratches_scratches_68.jpg,scratches
scratches_scratches_205.jpg,scratches
pitted_surface_pitted_surface_196.jpg,pitted_surface
inclusion_inclusion_73.jpg,inclusion
inclusion_inclusion_4.jpg,inclusion
rolled-in_scale_rolled-in_scale_83.jpg,rolled-in_scale
inclusion_inclusion_158.jpg,inclusion
pitted_surface_pitted_surface_207.jpg,pitted_surface
pitted_surface_pitted_surface_93.jpg,pitted_surface
rolled-in_scale_rolled-in_scale_159.jpg,rolled-in_scale
scratches_scratches_36.jpg,scratches
rolled-in_scale_rolled-in_scale_135.jpg,rolled-in_scale
crazing_crazing_112.jpg,crazing
patches_patches_26.jpg,patches
pitted_surface_pitted_surface_226.jpg,pitted_surface
inclusion_inclusion_179.jpg,inclusion
patches_patches_138.jpg,patches
inclusion_inclusion_159.jpg,inclusion
crazing_crazing_83.jpg,crazing
inclusion_inclusion_54.jpg,inclusion
inclusion_inclusion_190.jpg,inclusion
scratches_scratches_147.jpg,scratches
scratches_scratches_92.jpg,scratches
patches_patches_213.jpg,patches
inclusion_inclusion_41.jpg,inclusion
pitted_surface_pitted_surface_57.jpg,pitted_surface
scratches_scratches_73.jpg,scratches
scratches_scratches_50.jpg,scratches
pitted_surface_pitted_surface_13.jpg,pitted_surface
scratches_scratches_56.jpg,scratches
crazing_crazing_58.jpg,crazing
patches_patches_33.jpg,patches
rolled-in_scale_rolled-in_scale_167.jpg,rolled-in_scale
inclusion_inclusion_100.jpg,inclusion
pitted_surface_pitted_surface_39.jpg,pitted_surface
scratches_scratches_156.jpg,scratches
inclusion_inclusion_182.jpg,inclusion
inclusion_inclusion_135.jpg,inclusion
scratches_scratches_79.jpg,scratches
patches_patches_165.jpg,patches
rolled-in_scale_rolled-in_scale_71.jpg,rolled-in_scale
scratches_scratches_200.jpg,scratches
inclusion_inclusion_141.jpg,inclusion
rolled-in_scale_rolled-in_scale_26.jpg,rolled-in_scale
scratches_scratches_108.jpg,scratches
rolled-in_scale_rolled-in_scale_53.jpg,rolled-in_scale
patches_patches_109.jpg,patches
rolled-in_scale_rolled-in_scale_27.jpg,rolled-in_scale
scratches_scratches_237.jpg,scratches
scratches_scratches_229.jpg,scratches
pitted_surface_pitted_surface_15.jpg,pitted_surface
inclusion_inclusion_165.jpg,inclusion
crazing_crazing_79.jpg,crazing
crazing_crazing_20.jpg,crazing
rolled-in_scale_rolled-in_scale_66.jpg,rolled-in_scale
patches_patches_77.jpg,patches
inclusion_inclusion_52.jpg,inclusion
pitted_surface_pitted_surface_81.jpg,pitted_surface
pitted_surface_pitted_surface_199.jpg,pitted_surface
scratches_scratches_83.jpg,scratches
pitted_surface_pitted_surface_217.jpg,pitted_surface
crazing_crazing_217.jpg,crazing
pitted_surface_pitted_surface_98.jpg,pitted_surface
crazing_crazing_66.jpg,crazing
pitted_surface_pitted_surface_24.jpg,pitted_surface
crazing_crazing_171.jpg,crazing
rolled-in_scale_rolled-in_scale_224.jpg,rolled-in_scale
patches_patches_71.jpg,patches
pitted_surface_pitted_surface_177.jpg,pitted_surface
rolled-in_scale_rolled-in_scale_161.jpg,rolled-in_scale
inclusion_inclusion_22.jpg,inclusion
rolled-in_scale_rolled-in_scale_99.jpg,rolled-in_scale
scratches_scratches_85.jpg,scratches
inclusion_inclusion_230.jpg,inclusion
patches_patches_59.jpg,patches
scratches_scratches_53.jpg,scratches
scratches_scratches_93.jpg,scratches
inclusion_inclusion_197.jpg,inclusion
pitted_surface_pitted_surface_156.jpg,pitted_surface
inclusion_inclusion_67.jpg,inclusion
rolled-in_scale_rolled-in_scale_126.jpg,rolled-in_scale
crazing_crazing_151.jpg,crazing
crazing_crazing_207.jpg,crazing
crazing_crazing_53.jpg,crazing
pitted_surface_pitted_surface_194.jpg,pitted_surface
inclusion_inclusion_50.jpg,inclusion
inclusion_inclusion_220.jpg,inclusion
patches_patches_58.jpg,patches
crazing_crazing_37.jpg,crazing
pitted_surface_pitted_surface_6.jpg,pitted_surface
inclusion_inclusion_222.jpg,inclusion
scratches_scratches_65.jpg,scratches
inclusion_inclusion_199.jpg,inclusion
rolled-in_scale_rolled-in_scale_105.jpg,rolled-in_scale
crazing_crazing_30.jpg,crazing
scratches_scratches_89.jpg,scratches
scratches_scratches_2.jpg,scratches
pitted_surface_pitted_surface_127.jpg,pitted_surface
rolled-in_scale_rolled-in_scale_204.jpg,rolled-in_scale
rolled-in_scale_rolled-in_scale_100.jpg,rolled-in_scale
scratches_scratches_96.jpg,scratches
rolled-in_scale_rolled-in_scale_203.jpg,rolled-in_scale
patches_patches_215.jpg,patches
scratches_scratches_34.jpg,scratches
scratches_scratches_176.jpg,scratches
rolled-in_scale_rolled-in_scale_101.jpg,rolled-in_scale
crazing_crazing_31.jpg,crazing
rolled-in_scale_rolled-in_scale_24.jpg,rolled-in_scale
pitted_surface_pitted_surface_69.jpg,pitted_surface
crazing_crazing_100.jpg,crazing
pitted_surface_pitted_surface_212.jpg,pitted_surface
scratches_scratches_28.jpg,scratches
inclusion_inclusion_63.jpg,inclusion
patches_patches_123.jpg,patches
patches_patches_86.jpg,patches
rolled-in_scale_rolled-in_scale_207.jpg,rolled-in_scale
crazing_crazing_135.jpg,crazing
rolled-in_scale_rolled-in_scale_81.jpg,rolled-in_scale
inclusion_inclusion_134.jpg,inclusion
inclusion_inclusion_140.jpg,inclusion
pitted_surface_pitted_surface_120.jpg,pitted_surface
inclusion_inclusion_116.jpg,inclusion
crazing_crazing_2.jpg,crazing
pitted_surface_pitted_surface_134.jpg,pitted_surface
patches_patches_230.jpg,patches
scratches_scratches_218.jpg,scratches
rolled-in_scale_rolled-in_scale_191.jpg,rolled-in_scale
inclusion_inclusion_91.jpg,inclusion
patches_patches_51.jpg,patches
patches_patches_78.jpg,patches
crazing_crazing_45.jpg,crazing
inclusion_inclusion_53.jpg,inclusion
inclusion_inclusion_178.jpg,inclusion
patches_patches_122.jpg,patches
pitted_surface_pitted_surface_87.jpg,pitted_surface
inclusion_inclusion_223.jpg,inclusion
crazing_crazing_187.jpg,crazing
inclusion_inclusion_113.jpg,inclusion
crazing_crazing_203.jpg,crazing
inclusion_inclusion_160.jpg,inclusion
inclusion_inclusion_231.jpg,inclusion
pitted_surface_pitted_surface_19.jpg,pitted_surface
pitted_surface_pitted_surface_147.jpg,pitted_surface
pitted_surface_pitted_surface_145.jpg,pitted_surface
scratches_scratches_11.jpg,scratches
inclusion_inclusion_96.jpg,inclusion
rolled-in_scale_rolled-in_scale_223.jpg,rolled-in_scale
patches_patches_171.jpg,patches
patches_patches_27.jpg,patches
