epoch,train_loss,train_acc,val_loss,val_acc
1,1.7225011587142944,0.4218590398365679,1.7978435754776,0.18497109826589594
2,1.4637513237614785,0.7773237997957099,1.8106026252110798,0.1791907514450867
3,1.1019473248912441,0.9203268641470889,1.801569680372874,0.16184971098265896
4,0.7217557834040734,0.9693564862104188,1.7973625858624775,0.16184971098265896
5,0.5451482793977184,0.9775280898876404,1.7960943380991619,0.09826589595375723
6,0.5129781365394592,0.9805924412665986,1.7940709789594014,0.12716763005780346
7,0.4905360427594954,0.9867211440245148,1.79216202100118,0.12138728323699421
8,0.49904946261836636,0.9856996935648621,1.7889885703722637,0.23121387283236994
9,0.4826262093359424,0.9867211440245148,1.7864612738291423,0.1907514450867052
10,0.48122366397611555,0.9887640449438202,1.782202144463857,0.23121387283236994
11,0.4702002502256824,0.9877425944841676,1.7788045008977253,0.2947976878612717
12,0.47878596378910926,0.9816138917262512,1.7748241225878398,0.3699421965317919
13,0.4661540687084198,0.992849846782431,1.7709151307741802,0.4393063583815029
14,0.46767072716066915,0.9918283963227783,1.7632432182629902,0.5086705202312138
15,0.4663429490981563,0.9908069458631257,1.7547699610392253,0.5433526011560693
16,0.46726194024086,0.992849846782431,1.7486496170361836,0.5895953757225434
17,0.4727237474533819,0.9877425944841676,1.734947184721629,0.653179190751445
18,0.45593163082676547,0.9948927477017364,1.7220499714215596,0.6994219653179191
19,0.46426708563681574,0.992849846782431,1.7085536122322083,0.7456647398843931
20,0.46250700566076464,0.9897854954034729,1.7016383210817974,0.7341040462427746
21,0.4585000786089128,0.9938712972420838,1.669168472290039,0.8670520231213873
22,0.4448844213639536,0.9979570990806946,1.6615326404571533,0.8439306358381503
23,0.4528326690196991,0.9948927477017364,1.6203093926111858,0.9190751445086706
24,0.4481635093688965,0.9969356486210419,1.5935701529184978,0.930635838150289
25,0.4520157921698786,0.9969356486210419,1.5509476065635681,0.9653179190751445
26,0.4543860583536087,0.9969356486210419,1.5279369354248047,0.9653179190751445
27,0.44773766110020297,0.9979570990806946,1.4914554357528687,0.9653179190751445
28,0.4547935493530766,0.992849846782431,1.4504915277163188,0.9710982658959537
29,0.4633187670861521,0.992849846782431,1.4460596442222595,0.9884393063583815
30,0.44623764676432454,0.9989785495403473,1.367020050684611,0.976878612716763
