epoch,train_loss,train_acc,val_loss,val_acc
1,1.704034616870265,0.4770173646578141,1.8008318146069844,0.15028901734104047
2,1.3914825724017235,0.8457609805924413,1.8094656268755596,0.1676300578034682
3,0.9858217950790159,0.9499489274770173,1.8016042113304138,0.1676300578034682
4,0.6971537336226432,0.9693564862104188,1.7980666955312092,0.1676300578034682
5,0.5520912591488131,0.9795709908069459,1.7972731987635295,0.1676300578034682
6,0.4976025617891742,0.9856996935648621,1.7966457804044087,0.1676300578034682
7,0.49708080099475,0.9836567926455567,1.794203023115794,0.1791907514450867
8,0.477892872787291,0.9897854954034729,1.7917320529619853,0.1907514450867052
9,0.4918973234391982,0.982635342185904,1.789146860440572,0.19653179190751446
10,0.48306406505646243,0.9867211440245148,1.7861262559890747,0.21965317919075145
11,0.47553983811409245,0.9856996935648621,1.7851079901059468,0.21965317919075145
12,0.46665941419139984,0.9908069458631257,1.7764132817586262,0.2774566473988439
13,0.4633474119247929,0.992849846782431,1.7680805722872417,0.3352601156069364
14,0.46515303465627855,0.9897854954034729,1.7618361115455627,0.37572254335260113
15,0.4540905192975075,0.9979570990806946,1.7530551950136821,0.4277456647398844
16,0.4591636503896406,0.9918283963227783,1.7405423720677693,0.5260115606936416
17,0.4619724096790437,0.9908069458631257,1.733501633008321,0.5375722543352601
18,0.45357841637826735,0.9938712972420838,1.713425636291504,0.5780346820809249
19,0.4511801706206414,0.9969356486210419,1.6878380974133809,0.6763005780346821
20,0.4581060851773908,0.9948927477017364,1.6692292094230652,0.6705202312138728
21,0.4589862140917009,0.9938712972420838,1.63787841796875,0.7109826589595376
22,0.4542935298335168,0.9938712972420838,1.6234399477640789,0.8208092485549133
23,0.45217131895403706,0.9959141981613892,1.5964895685513814,0.8554913294797688
24,0.45311046031213575,0.9959141981613892,1.5725587805112202,0.8959537572254336
25,0.4528987474979893,0.9969356486210419,1.5350294907887776,0.9421965317919075
26,0.4554727836962669,0.9918283963227783,1.5004309018452961,0.9710982658959537
27,0.44713244899626703,0.9969356486210419,1.4629744092623393,0.976878612716763
28,0.45805936090407834,0.9918283963227783,1.4451507727305095,0.9653179190751445
29,0.4503161186172116,0.9938712972420838,1.4020010232925415,0.9653179190751445
30,0.4596714973449707,0.992849846782431,1.3669530351956685,0.9826589595375722
