epoch,train_loss,train_acc,val_loss,val_acc
1,1.70302661003605,0.3146067415730337,1.793672760327657,0.1676300578034682
2,1.4504957391369728,0.6751787538304392,1.8011114001274109,0.2023121387283237
3,1.164422587040932,0.874361593462717,1.7965137759844463,0.1907514450867052
4,0.8130836698316759,0.9366700715015321,1.7953555583953857,0.2023121387283237
5,0.5845859666024485,0.9703779366700716,1.7935908039410908,0.2023121387283237
6,0.5204820556025351,0.9805924412665986,1.7910445928573608,0.2543352601156069
7,0.4941432850976144,0.9877425944841676,1.7890637516975403,0.26011560693641617
8,0.5002292096614838,0.982635342185904,1.785653571287791,0.2658959537572254
9,0.5021049793689482,0.982635342185904,1.781822144985199,0.28901734104046245
10,0.4682574695156467,0.9948927477017364,1.7759394645690918,0.28901734104046245
11,0.46933398708220453,0.9938712972420838,1.7751801411310832,0.3179190751445087
12,0.4674525703153303,0.9897854954034729,1.7720250089963276,0.3352601156069364
13,0.4642913851045793,0.9918283963227783,1.763382097085317,0.3468208092485549
14,0.46585178471380667,0.9897854954034729,1.7551918824513753,0.37572254335260113
15,0.4563229468560988,0.9959141981613892,1.7386086980501811,0.36416184971098264
16,0.4578716101184968,0.9918283963227783,1.7307690978050232,0.4046242774566474
17,0.45947904836746956,0.9897854954034729,1.7276432514190674,0.43352601156069365
18,0.4583010760045821,0.9938712972420838,1.7173432906468709,0.4508670520231214
19,0.4546619230701077,0.9959141981613892,1.707455317179362,0.47398843930635837
20,0.4530586975236093,0.9948927477017364,1.6829949418703716,0.5491329479768786
21,0.45411943524114545,0.992849846782431,1.6644071539243062,0.6358381502890174
22,0.4549173443548141,0.992849846782431,1.638413409392039,0.7341040462427746
23,0.4547298598674036,0.9959141981613892,1.61491463581721,0.7687861271676301
24,0.46131305444625115,0.9908069458631257,1.5830656290054321,0.7456647398843931
25,0.45278221849472294,0.9969356486210419,1.5636503299077351,0.8786127167630058
26,0.4623271332633111,0.9918283963227783,1.5295855800310771,0.9364161849710982
27,0.4553687572479248,0.9918283963227783,1.4936148126920064,0.9826589595375722
28,0.449620351676018,0.9969356486210419,1.462879200776418,0.9826589595375722
29,0.4488860224523852,0.9969356486210419,1.4137832919756572,0.9826589595375722
30,0.45678765446909014,0.9959141981613892,1.370014985402425,1.0
