epoch,train_loss,train_acc,val_loss,val_acc
1,1.6990106105804443,0.466802860061287,1.7966967821121216,0.16184971098265896
2,1.4125696420669556,0.7834525025536262,1.802417516708374,0.15028901734104047
3,1.0474017800823334,0.9213483146067416,1.801270325978597,0.17341040462427745
4,0.7499965736942906,0.9315628192032687,1.798397699991862,0.1676300578034682
5,0.5914950745721017,0.9662921348314607,1.7966644565264385,0.1676300578034682
6,0.5013517670093044,0.9846782431052093,1.7952894568443298,0.1791907514450867
7,0.5037325985970036,0.9805924412665986,1.7929478287696838,0.18497109826589594
8,0.49890177480636105,0.9856996935648621,1.7898300886154175,0.24277456647398843
9,0.48026415417271273,0.9887640449438202,1.7866986393928528,0.2254335260115607
10,0.4746704457267638,0.9908069458631257,1.7845453421274822,0.26011560693641617
11,0.48052786627123434,0.9836567926455567,1.778159777323405,0.3236994219653179
12,0.4660752809816791,0.9959141981613892,1.772549072901408,0.3699421965317919
13,0.4771367955592371,0.9877425944841676,1.7709421118100483,0.3699421965317919
14,0.4742450944838985,0.9877425944841676,1.75409730275472,0.5028901734104047
15,0.46633399013550053,0.9908069458631257,1.753347396850586,0.5028901734104047
16,0.4594460850761783,0.992849846782431,1.7382919192314148,0.6184971098265896
17,0.46622689789341343,0.9887640449438202,1.7269937594731648,0.6069364161849711
18,0.45768165780651954,0.992849846782431,1.7069560885429382,0.6994219653179191
19,0.4541079863425224,0.9959141981613892,1.6942749222119649,0.7514450867052023
20,0.44834601013891157,0.9959141981613892,1.6808707515398662,0.7976878612716763
21,0.4532912488906614,0.9918283963227783,1.663969616095225,0.8497109826589595
22,0.4647332622158912,0.9918283963227783,1.6318463484446208,0.9190751445086706
23,0.453725952294565,0.992849846782431,1.6229501962661743,0.930635838150289
24,0.4684269274434736,0.9846782431052093,1.5780241290728252,0.9595375722543352
25,0.4485133251836223,0.9989785495403473,1.5508265495300293,0.9710982658959537
26,0.4539883040612744,0.9948927477017364,1.5355409979820251,0.976878612716763
27,0.4483577436016452,0.9959141981613892,1.5047146280606587,0.976878612716763
28,0.4520878964854825,0.9969356486210419,1.4653692444165547,0.9826589595375722
29,0.4468479569881193,0.9969356486210419,1.4185506502787273,0.9884393063583815
30,0.4565658386676542,0.9887640449438202,1.3775924642880757,0.9826589595375722
