epoch,train_loss,train_acc,val_loss,val_acc
1,1.7097836025059223,0.4141012909632572,1.800851481301444,0.1574074074074074
2,1.4591374062001705,0.7259185700099305,1.8027752467564173,0.17592592592592593
3,1.1812096275389194,0.8838133068520357,1.7984892640795027,0.19907407407407407
4,0.8330076448619366,0.958291956305859,1.793292420251029,0.23148148148148148
5,0.592743574641645,0.9672293942403177,1.790534564426967,0.26851851851851855
6,0.5254069464281201,0.9781529294935452,1.788429515702384,0.2824074074074074
7,0.507447469048202,0.9781529294935452,1.7862486668995448,0.28703703703703703
8,0.5048495233058929,0.9821251241310824,1.7839826686041695,0.2962962962962963
9,0.4762754747644067,0.9870903674280039,1.7784931319100517,0.35185185185185186
10,0.50153982732445,0.9801390268123138,1.7774136407034737,0.35185185185185186
11,0.4681930569931865,0.9910625620655412,1.7718949828829085,0.3888888888888889
12,0.47511303424835205,0.9880834160873883,1.7664414303643363,0.4351851851851852
13,0.47705537267029285,0.9890764647467726,1.7542267526899065,0.5509259259259259
14,0.47162162605673075,0.9900695134061569,1.7529420001166207,0.5046296296296297
15,0.47922901529818773,0.9841112214498511,1.741189888545445,0.6064814814814815
16,0.4746109452098608,0.9841112214498511,1.7271158184323991,0.6342592592592593
17,0.45804192312061787,0.9960278053624627,1.710970095225743,0.7129629629629629
18,0.4621177203953266,0.9930486593843099,1.6891463313783919,0.7777777777777778
19,0.4539929274469614,0.9920556107249255,1.6652887208121163,0.8981481481481481
20,0.45610222313553095,0.9940417080436942,1.6473137140274048,0.9444444444444444
21,0.4533253042027354,0.9990069513406157,1.6257656131471907,0.9074074074074074
22,0.4604427330195904,0.9940417080436942,1.5987379550933838,0.9212962962962963
23,0.46152737736701965,0.9900695134061569,1.5700431210654122,0.9490740740740741
24,0.45949339866638184,0.9930486593843099,1.5278185095105852,0.9907407407407407
25,0.45113352313637733,0.9960278053624627,1.4998677968978882,0.9722222222222222
26,0.4604829251766205,0.9920556107249255,1.4903703757694788,0.9629629629629629
27,0.45268098823726177,0.9940417080436942,1.4366282394954137,0.9675925925925926
28,0.4573103869333863,0.9930486593843099,1.3765273434775216,0.9861111111111112
29,0.4514178950339556,0.9940417080436942,1.3248964207512992,0.9907407407407407
30,0.45620232354849577,0.9930486593843099,1.3108844927379064,0.9953703703703703
