filename,label
crazing_crazing_91.jpg,crazing
patches_patches_229.jpg,patches
patches_patches_51.jpg,patches
pitted_surface_pitted_surface_76.jpg,pitted_surface
inclusion_inclusion_124.jpg,inclusion
rolled-in_scale_rolled-in_scale_198.jpg,rolled-in_scale
crazing_crazing_209.jpg,crazing
scratches_scratches_154.jpg,scratches
rolled-in_scale_rolled-in_scale_20.jpg,rolled-in_scale
patches_patches_28.jpg,patches
patches_patches_103.jpg,patches
inclusion_inclusion_184.jpg,inclusion
rolled-in_scale_rolled-in_scale_238.jpg,rolled-in_scale
patches_patches_7.jpg,patches
crazing_crazing_37.jpg,crazing
pitted_surface_pitted_surface_42.jpg,pitted_surface
patches_patches_168.jpg,patches
crazing_crazing_196.jpg,crazing
pitted_surface_pitted_surface_206.jpg,pitted_surface
inclusion_inclusion_54.jpg,inclusion
pitted_surface_pitted_surface_51.jpg,pitted_surface
inclusion_inclusion_136.jpg,inclusion
patches_patches_81.jpg,patches
patches_patches_127.jpg,patches
patches_patches_39.jpg,patches
crazing_crazing_36.jpg,crazing
patches_patches_130.jpg,patches
rolled-in_scale_rolled-in_scale_58.jpg,rolled-in_scale
patches_patches_3.jpg,patches
inclusion_inclusion_96.jpg,inclusion
rolled-in_scale_rolled-in_scale_105.jpg,rolled-in_scale
inclusion_inclusion_213.jpg,inclusion
inclusion_inclusion_237.jpg,inclusion
inclusion_inclusion_215.jpg,inclusion
inclusion_inclusion_56.jpg,inclusion
scratches_scratches_60.jpg,scratches
crazing_crazing_148.jpg,crazing
rolled-in_scale_rolled-in_scale_157.jpg,rolled-in_scale
crazing_crazing_42.jpg,crazing
scratches_scratches_234.jpg,scratches
scratches_scratches_145.jpg,scratches
rolled-in_scale_rolled-in_scale_119.jpg,rolled-in_scale
rolled-in_scale_rolled-in_scale_155.jpg,rolled-in_scale
pitted_surface_pitted_surface_239.jpg,pitted_surface
patches_patches_61.jpg,patches
patches_patches_146.jpg,patches
inclusion_inclusion_166.jpg,inclusion
inclusion_inclusion_223.jpg,inclusion
patches_patches_78.jpg,patches
scratches_scratches_67.jpg,scratches
scratches_scratches_31.jpg,scratches
inclusion_inclusion_174.jpg,inclusion
scratches_scratches_81.jpg,scratches
pitted_surface_pitted_surface_148.jpg,pitted_surface
patches_patches_62.jpg,patches
scratches_scratches_22.jpg,scratches
crazing_crazing_164.jpg,crazing
inclusion_inclusion_200.jpg,inclusion
pitted_surface_pitted_surface_226.jpg,pitted_surface
inclusion_inclusion_79.jpg,inclusion
scratches_scratches_27.jpg,scratches
crazing_crazing_18.jpg,crazing
crazing_crazing_1.jpg,crazing
crazing_crazing_133.jpg,crazing
inclusion_inclusion_81.jpg,inclusion
pitted_surface_pitted_surface_22.jpg,pitted_surface
scratches_scratches_126.jpg,scratches
pitted_surface_pitted_surface_5.jpg,pitted_surface
rolled-in_scale_rolled-in_scale_66.jpg,rolled-in_scale
crazing_crazing_54.jpg,crazing
inclusion_inclusion_168.jpg,inclusion
patches_patches_165.jpg,patches
inclusion_inclusion_91.jpg,inclusion
patches_patches_222.jpg,patches
patches_patches_90.jpg,patches
crazing_crazing_217.jpg,crazing
scratches_scratches_77.jpg,scratches
inclusion_inclusion_177.jpg,inclusion
inclusion_inclusion_170.jpg,inclusion
crazing_crazing_158.jpg,crazing
rolled-in_scale_rolled-in_scale_64.jpg,rolled-in_scale
inclusion_inclusion_85.jpg,inclusion
scratches_scratches_217.jpg,scratches
crazing_crazing_108.jpg,crazing
rolled-in_scale_rolled-in_scale_187.jpg,rolled-in_scale
scratches_scratches_14.jpg,scratches
scratches_scratches_15.jpg,scratches
inclusion_inclusion_100.jpg,inclusion
inclusion_inclusion_151.jpg,inclusion
scratches_scratches_102.jpg,scratches
crazing_crazing_159.jpg,crazing
pitted_surface_pitted_surface_145.jpg,pitted_surface
rolled-in_scale_rolled-in_scale_145.jpg,rolled-in_scale
inclusion_inclusion_25.jpg,inclusion
